2M0345_sp_t2400g300f4,0.016107186,1800.0000,1.0000000,3000.0000,20165.0,10.0000
spex_prism_U10141_060821_sp_t2400g300f4,0.017193695,1600.0000,1.0000000,1000.0000,10141.0,10.0000
U20744_sp_t2400g300f4,0.010982374,2000.0000,1.0000000,3000.0000,20744.0,10.0000
U12120_051017_sp_t2400g300f4,0.079721444,1600.0000,1.0000000,1000.0000,12120.0,10.0000
U10929_sp_t2400g300f4,0.021819009,1700.0000,1.0000000,1000.0000,10929.0,11.0000
U11115_sp_t2400g300f4,0.0098731167,1900.0000,2.0000000,1000.0000,11115.0,11.0000
u20373_050323_sp_t2400g300f4,0.011538564,1700.0000,1.0000000,1000.0000,20373.0,11.0000
U20387_sp_t2400g300f4,0.011171173,1800.0000,1.0000000,1000.0000,20387.0,11.0000
U10397_sp_t2400g300f4,0.021362869,1500.0000,1.0000000,300.00000,10397.0,11.0000
2M1439_sp_t2400g300f4,0.010753327,1800.0000,1.0000000,1000.0000,20581.0,11.0000
U20812_sp_t2400g300f4,0.013182955,1700.0000,1.0000000,1000.0000,20812.0,11.0000
U10085_sp_t2400g300f4,0.030076518,1800.0000,1.0000000,3000.0000,10085.0,11.0000
U20336_sp_t2400g300f4,0.0056151852,1900.0000,3.0000000,1000.0000,20336.0,11.5000
U10102_sp_t2400g300f4,0.015771723,1800.0000,1.0000000,1000.0000,10102.0,11.5000
U11756_sp_t2400g300f4,0.010751221,1700.0000,1.0000000,1000.0000,11756.0,11.5000
U12054_sp_t2400g300f4,0.014804365,1700.0000,1.0000000,1000.0000,12054.0,11.5000
spex_prism_U12113_060821_sp_t2400g300f4,0.039528723,1400.0000,1.0000000,300.00000,12113.0,12.0000
U10329_sp_t2400g300f4,0.016640981,1800.0000,1.0000000,3000.0000,10329.0,12.0000
spex_prism_u10142_060820_sp_t2400g300f4,0.020879647,1600.0000,2.0000000,1000.0000,10142.0,12.0000
2M1726_sp_t2400g300f4,0.020439266,1500.0000,1.0000000,300.00000,11704.0,12.0000
spex_prism_U10074_060821_sp_t2400g300f4,0.020121226,1600.0000,1.0000000,300.00000,10074.0,12.0000
U10764_sp_t2400g300f4,0.015642197,1700.0000,1.0000000,3000.0000,10764.0,12.0000
U10390_sp_t2400g300f4,0.018081024,1600.0000,2.0000000,1000.0000,10390.0,12.5000
U12059_sp_t2400g300f4,0.016350159,1600.0000,1.0000000,300.00000,12059.0,12.5000
spex_prism_U20636_060821_sp_t2400g300f4,0.088106739,1400.0000,1.0000000,300.00000,20636.0,13.0000
u11291_050323_sp_t2400g300f4,0.014861545,1600.0000,2.0000000,1000.0000,11291.0,13.0000
U11694_sp_t2400g300f4,0.0085210174,1800.0000,3.0000000,300.00000,11694.0,13.0000
U10949_sp_t2400g300f4,0.014600985,1600.0000,2.0000000,1000.0000,10949.0,13.0000
spex_prism_U12091_060821_sp_t2400g300f4,0.035075691,1500.0000,1.0000000,300.00000,12091.0,13.0000
U20027_sp_t2400g300f4,0.026203105,1600.0000,1.0000000,3000.0000,20027.0,13.0000
U10151_sp_t2400g300f4,0.013485222,1800.0000,1.0000000,1000.0000,10151.0,13.0000
U13206_sp_t2400g300f4,0.026891432,1600.0000,1.0000000,1000.0000,13206.0,13.0000
U11658_sp_t2400g300f4,0.021069659,1600.0000,1.0000000,1000.0000,11658.0,13.0000
U20435_sp_t2400g300f4,0.019227596,1500.0000,2.0000000,1000.0000,20435.0,13.0000
u11538_050323_sp_t2400g300f4,0.053972068,1400.0000,1.0000000,1000.0000,11538.0,13.0000
U20179_sp_t2400g300f4,0.040106683,1400.0000,1.0000000,300.00000,20179.0,13.5000
U20397_sp_t2400g300f4,0.023658193,1500.0000,2.0000000,1000.0000,20397.0,13.5000
U21005_sp_t2400g300f4,0.028864358,1500.0000,2.0000000,1000.0000,21005.0,13.5000
2M0036_sp_t2400g300f4,0.011878760,1600.0000,2.0000000,3000.0000,20029.0,13.5000
U13119_sp_t2400g300f4,0.020788512,1600.0000,2.0000000,1000.0000,13119.0,13.5000
U13061_sp_t2400g300f4,0.021896570,1600.0000,1.0000000,1000.0000,13061.0,14.0000
u20587_050323_sp_t2400g300f4,0.028417359,1500.0000,2.0000000,1000.0000,20587.0,14.0000
spex_prism_U20791_060821_sp_t2400g300f4,0.017124271,1500.0000,2.0000000,1000.0000,20791.0,14.0000
U20570_sp_t2400g300f4,0.015478848,1600.0000,2.0000000,1000.0000,20570.0,14.0000
U12128_sp_t2400g300f4,0.022205082,1400.0000,1.0000000,300.00000,12128.0,14.5000
U10742_sp_t2400g300f4,0.025835036,1500.0000,1.0000000,300.00000,10742.0,15.0000
U20752_sp_t2400g300f4,0.015583151,1600.0000,2.0000000,3000.0000,20752.0,15.0000
U10088_050810_sp_t2400g300f4,0.031348740,1500.0000,1.0000000,300.00000,10088.0,15.0000
U20329_sp_t2400g300f4,0.020626565,1500.0000,2.0000000,300.00000,20329.0,15.0000
U10601_sp_t2400g300f4,0.028046000,1500.0000,2.0000000,1000.0000,10601.0,15.0000
U20936_sp_t2400g300f4,0.023055634,1500.0000,1.0000000,300.00000,20936.0,15.0000
U20976_050810_sp_t2400g300f4,0.0080673793,1600.0000,3.0000000,1000.0000,20976.0,15.0000
U13209_sp_t2400g300f4,0.023453662,1400.0000,1.0000000,300.00000,13209.0,15.0000
spex_prism_u13076_060820_sp_t2400g300f4,0.023671645,1500.0000,1.0000000,300.00000,13076.0,15.0000
U13016_sp_t2400g300f4,0.026945247,1500.0000,1.0000000,300.00000,13016.0,15.0000
